text,label,label_desc,translation
i clench to the corners of the bed to feel assured,1,joy,Nakakapit ako sa gilid ng kama upang maging matiyak.
i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,3,anger,Nararamdaman ko rin na makasarili ako sa hindi pagpapasalamat sa buhay na meron ako at sa mga kamangha-manghang bagay dito.
i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,2,love,Tinawag ko itong Diyos dahil nakita ko ang Diyos sa isang libro at naisip kong ang Diyos ang tamang pangalan para sa pakiramdam na ganap na kinukumpirma at tinatanggap nang walang alinlangan.
i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,3,anger,"Hindi ko alam kung bakit, baka dahil ang ibang babae sa opisina ay may magandang maikling buhok o baka nga ay nararamdaman ko lang ang pagiging mapaghimagsik."
i do not feel miserable at all because my family is not the type that celebrates eid,0,sadness,Hindi ako nakakaramdam ng malungkot dahil ang pamilya ko ay hindi ang uri na nagdiriwang ng Eid.
i might go get a car wash if i am feeling really generous my car needs it,1,joy,"Baka magpa-car wash ako kung sobrang bait ko, kailangan na kasi ng kotse ko."
i still feel sleep deprived she is almost sleeping through the night giving us,0,sadness,"Parang kulang pa rin ako sa tulog, halos magdamag na siyang natutulog kaya nakakatulong."
i just feel really violent right now,3,anger,Nararamdaman ko lang na sobrang agresibo ako ngayon.
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,1,joy,"Nag-b-blog ulit ako, nakaupo dito, nakaramdam ng kasiyahan kasama ang aking mga aso at pusa, at alam kong gaano kami kaswerte. Totoo nga, kami ay"
i started feeling funny and then friday i woke up sick as a dog,4,fear,"Nagsimulang mag-iba ang pakiramdam ko at noong Biyernes, nagising akong parang may sakit na aso."
i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,0,sadness,Nararamdaman kong may pangangailangan akong protektahan ang aking mga magulang mula sa pang-uusig na maaaring maging resulta ng repressed memory therapy.
i feel disgusted to even be associated with this woman by my race and nationality,3,anger,Nararamdaman kong kinakabahan at nababastos na kahit papaano ay ikinalalapat sa babaeng ito ang aking lahi at nasyonalidad.
i laughed then bitterly again but i wasnt feeling bitter,3,anger,"Tumawa ako saka muli nang mapait, ngunit hindi ako nakaramdam ng mapait."
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,0,sadness,"Hindi ko alam kung ano ang nararamdaman niya noon, ngunit akala ko, sana'y naroon din siya kasama namin, dahil alam naming lahat na kahit gaano man kami kasungit noong una, ito'y isang karanasan na ating tatandaan magpakailanman."
i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,1,joy,Nararamdaman ko ang pagiging malambot at gusto kong isuot ang isang magaan at simpleng tingin habang nagsisimula ang lamig.
i told him that maybe i just need time to think how ive been feeling indecisive about things lately,4,fear,"Sinabi ko sa kanya na baka kailangan ko lang ng panahon upang pag-isipan kung paano ako nararamdaman, dahil hindi ako mapagdesisyunan sa mga bagay-bagay kamakailan."
i still feel it does the genre a disservice when stories are resolved artifically,1,joy,Parati kong nararamdaman na hindi maganda sa genre kapag ang mga kwento ay naresolba nang artipisyal.
i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,1,joy,"Lagi kong nalalaman kapag nasa artistic mood ako dahil kapag sumusulat ako ng pangalan ko, ang ""i"" sa ""Manitz"" ay ginuguhit kong bilog hindi tuldok. Mas malaki ang bilog, mas malakas ang aking artistic feeling, at kung tuldok lang gaya ng accent mark sa Espanyol, galit na galit ako."
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,4,fear,"Naalala ko ang pakiramdam ng sobrang takot noong nasa Brazil ako sa isang bus na umaakyat sa matarik na bundok sa gilid ng bundok sa gitna ng malakas na bagyo, nag-aalala kung mahuhulog kami."
i could feel her whimper to the thought of being unloved and uncared for,0,sadness,Nararamdaman kong umiiyak siya sa isiping hindi mahal at hindi pinapansin.
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,4,fear,"Hindi ako titigil at sasabihin sa iyo ang nangyayari sa aking personal na buhay, pero nararamdaman kong kung kailanman ikaw ay nag-aabang tungkol sa nangyayari sa aking buhay, sapat na lamang na manood ka ng palabas."
im sorry that there wasnt more humor in this post but im not feeling all that funny,4,fear,"Pasensya na kung kulang ang katatawanan sa post na ito, pero hindi ako gaanong nakakatawa ngayon."
i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,1,joy,"Nararamdaman kong nakapasok na ako sa kamangha-manghang mundo ng paglalakad at pagtakbo sa mga daan, burol, at bundok."
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,3,anger,"Sinasabi ko kung ano man ang nasa isip ko, sinasabi mo nang diretso ang nararamdaman ko. Isang mainggit na babae hindi dahil sa kawalan ng tiwala sa sarili, kundi dahil tunay kong minamahal ang taong iyon, isang kaibigan na maaasahan at mabait sa minamahal ko."
i feel strange coming back to work after my one day holiday,4,fear,Nakakakaba bumalik sa trabaho matapos ang isang araw na bakasyon.
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,3,anger,"Malinaw na naapektuhan ako ng mabilis na kaligayahan ni Emily Dickinson, halimbawa, at ginagamit ko ang mga gitling sa halip na mga kuwit o tuldok-koma upang palakasin ang damdamin ng nagmamadaling paglipat sa soneto."
i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,0,sadness,Mas mataba ako dahil ang tanging bagay sa buhay ko na kayang kontrolin ko ay kung kakain man ako ng peanut butter sa tinapay pag-uwi ko sa isang imposible araw ng pakikitungo sa mga mukhang first world ngunit nararamdaman na parang third world na mga batang nangangailangan at iniwan.
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,3,anger,"Maaari kong sabihin na maibabalik ko ang dangal ng genre, ngunit hindi rin naman ako lubos na nabigo hanggang sa punto ng paghampas sa pader."
i feel so sad and hopeless,0,sadness,Napakasad at walang pag-asa ako.
im getting the feeling that my classes are a little intimidated by the concept of a lit,4,fear,Nararamdaman kong medyo natatakot ang mga estudyante ko sa konsepto ng isang lit.
i still feel groggy but i have to get up to do the routine for my son,0,sadness,Parang antok pa rin ako pero kailangan kong bumangon para sa pang-araw-araw na gawain ng aking anak.
i have a feeling my view isnt going to be very popular and thats fine,1,joy,May pakiramdam akong hindi magugustuhan ang aking pananaw at iyon ay maayos lang.
i want to hold this feeling of shocked awe and wonder forever,4,fear,"Gusto kong mapanatili ang pakiramdam na ito ng pagkagulat, pagkamangha, at pagtataka magpakailanman."
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,4,fear,"Nang marinig kong may kumakalat na balita na inilabas na ang resulta ng pagsusulit sa unang taon, natakot ako na baka ako ay isa sa mga nabigo."
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,1,joy,"Gusto kong maramdaman na pinahahalagahan ako, at pinapahalagahan ako, at alam kong hindi aalis ang mga taong mahal ako kahit magbago ang kalikasan ng ating relasyon."
i know there are days in which you feel distracted,3,anger,Alam kong may mga araw na nararamdaman mong nababalisa.
i use it regularly with relaxing music and always feel invigorated afterward,1,joy,Ginagamit ko ito nang regular na may nakakarelaks na musika at lagi akong nakakaramdam ng sigla pagkatapos.
im feeling distracted i tend to practice with my eyes shut as much as possible,3,anger,Nararamdaman kong nababalot ng distraksiyon kaya madalas kong isinasagawa ang pagsasanay na may saradong mga mata hangga't maaari.
i feel like its perfect a w see youtube has its influences i even know trends,1,joy,"Nararamdaman kong perpekto ito, nakikita natin ang impluwensya nito sa YouTube, pati na ang mga uso ay alam ko."
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,4,fear,"Gusto ko talaga ng tango dahil nahihiya siya, samantalang maks ay kabaligtaran, mahirap makalayo sa kanya para makuha ang magagandang litrato, lol."
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,4,fear,Hindi rin ako nakaramdam ng kakaiba na natutulog sa aking kama habang sila'y natutulog sa kanilang kama.
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,0,sadness,"Gusto ko lang sabihin, iniisip ko kanina at narito ang punto, ang pagiging nakakulong at hindi mapakali ay nagpaparamdam sa akin na sobrang nangangailangan."
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,1,joy,Nawala ako ng timbang kaya kaya ko nang isuot ang maliit na palda na hindi ko makasuot noon dahil hindi ako komportable rito hanggang ngayon.
i hope to feel a bit more creative again soon and miss its presence in my life blog,1,joy,Sana makaramdam ulit ako ng kaunting pagkamalikhain sa lalong madaling panahon at ma-miss ang presensya nito sa aking buhay blog.
i am no fan of the current president i am a conservative and it made me feel unwelcome,0,sadness,Hindi ako tagasuporta ng kasalukuyang pangulo; isang konserbatibo ako at ito ay nagpaparamdam sa akin na hindi ako tinatanggap.
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,4,fear,"Isasama ko ang kanyang mga taludtod, hindi naman siguro mabigat, habang iniisip at nagiging interesado kung paano sila magkakasama."
i begin to feel complacent with my life here,1,joy,Nagsisimula akong maging kontento sa aking buhay dito.
