text,label,label_desc
i bit my lip as he slightly whispered this will feel weird tell me if i hurt you,4,fear
im still feeling adventurous ill develop the others too,1,joy
i was feeling pretty confused about my future career goals however after seeing how creatively stimulating and fulfilling teaching can be i now feel more confident in pursuing a career in education,4,fear
i only get a couple of s i feel that my posts have been useful and when i get comments i am really chuffed,1,joy
i feel so much more comfortable when i know all of the details ahead of time,1,joy
i live though it is my husband my children my spirituality my love for nature and my enthusiasm for life that keeps me feeling grounded and happy,1,joy
im feeling horrible,0,sadness
i feel in a total partnership with him and that is precious,1,joy
i feel my gorgeous boyfriend throw me up against the wall of the toilet cubicle,1,joy
i got to feel carefree on the ice with the cold air nipping my face,1,joy
i need the cantor ministry after you made me feel that they all hated me and supported your views of me,0,sadness
i have to emphasize the feeling of lost and found,0,sadness
i could loose my job i would be so f amp ed for xmas i hate xmas i hate holidays i wish they would go away i feel nervous i feel sad what if i disappoint my family my friends,4,fear
i know it will come next week and i will sit in it relish it love it hate it and feel the hurt,0,sadness
i ran miles in my old custom orthotics and i still feel fine tonight,1,joy
i cant help feeling like specifically my weight loss plight however successful is boring,1,joy
ive been at the lowest ive ever been feeling really shitty about myself,0,sadness
i decided to rewrite the fic i was writting known as the return as i feel the writting is match for how talented the writters of fan fic are yes i mean you heartdesire and mentel x core,1,joy
i feel so appreciative to have my life to live,1,joy
i start to hate the fact that whenever i post anything it would eventually end up with me writing about how lonely i feel because i have no romantic partner whatsoever,2,love
i feel he is so talented and so realistic,1,joy
im feeling so distracted recently,3,anger
i feel really fucked up still,3,anger
i can tell you that i feel oddly vulnerable and disjointed and like i just dont want to come out and play a lot of the time,4,fear
i started to feel a sweet feeling of peace,1,joy
i think i still feel numb,0,sadness
i am feeling a bit agitated or stressed i find a surprising amount of relief from cleaning and decluttering my house or even just a small space like a closet,4,fear
i feel a bit safer now in using the motivator that works and trusting that i will be able to use my other motivators and combat other parts of the ed if i am patient and strong,1,joy
i really needed to hear today i really struggle feeling valuable just staying home i know it is important and that is why i do it but it was great hearing how much my husband values what i do every day,1,joy
i feel but i m trying to be stubborn and ignorant at the same time so that i can keep going,3,anger
i promise to respect my personal boundaries acknowledge that i am a perfect and divine being and that i have the right to say no when i need to without feeling guilty,0,sadness
i know lloyd very well he lives in my street and once asked me out im just wondering how i would be feeling if i had accepted him,2,love
i still have a lot of my normal symptoms sore boobs constant peeing irritability and irrational feelings a superior sniffer and gag reflex etc,1,joy
i only have a few hours of sleep i still feel i have to stay faithful to my goal,1,joy
